,Car Model,Year,Kilometers Driven,Fuel Type,Transmission Type,Price
408,Hyundai Creta,2018,16385.0,Petrol,Automatic,1194799.0
409,Maruti IGNIS,2019,8473.0,Petrol,Manual,571699.0
410,MG HECTOR,2020,39173.0,Petrol,Automatic,1782899.0
411,Toyota YARIS,2018,79348.0,Petrol,Automatic,1043099.0
412,Maruti Vitara Brezza,2017,75469.0,Diesel,Manual,834799.0
413,Toyota YARIS,2018,21278.0,Petrol,,1141799.0
414,Jeep Compass,2017,62984.0,Diesel,Manual,1206099.0
415,Honda City,2018,10485.0,Petrol,Automatic,1105599.0
416,Maruti S PRESSO,2019,61557.0,Petrol,Manual,399999.0
417,Hyundai Creta,2018,44796.0,Petrol,Automatic,1230699.0
418,Tata NEXON,2018,38555.0,Petrol,Manual,830199.0
419,Maruti IGNIS,2017,6390.0,Petrol,Automatic,549449.0
420,Hyundai i20 Active,2015,143498.0,Diesel,Manual,569099.0
421,Maruti Ciaz,2018,27424.0,Petrol,Manual,787599.0
422,Jeep Compass,2017,50586.0,Diesel,Manual,1164899.0
423,Maruti Ciaz,2018,15372.0,Petrol,Manual,837399.0
424,Tata Hexa,2018,91953.0,Diesel,Manual,1011399.0
425,Honda City,2017,55892.0,Petrol,Automatic,869299.0
426,Maruti IGNIS,2017,30295.0,Petrol,Automatic,581299.0
427,Maruti IGNIS,2021,7904.0,Petrol,Automatic,781299.0
428,Maruti S Cross,2019,24639.0,Diesel,Manual,1018499.0
429,Honda City,2017,27606.0,Petrol,Manual,845499.0
430,KIA SELTOS,2020,35136.0,Petrol,Automatic,1670699.0
431,Maruti S Cross,2017,86650.0,Diesel,Manual,697299.0
432,Hyundai Verna,2018,24364.0,Petrol,Automatic,1017399.0
433,Honda City,2017,25792.0,Petrol,Manual,845899.0
434,Honda WR-V,2018,15522.0,Petrol,Manual,817549.0
435,KIA SELTOS,2020,13972.0,Petrol,Automatic,1682799.0
436,Maruti IGNIS,2019,25641.0,Petrol,Automatic,603599.0
437,Maruti Wagon R 1.0,2017,45663.0,Petrol,Manual,463799.0
438,Honda WR-V,2018,57922.0,Petrol,Manual,791099.0
439,Volkswagen Ameo,2018,83244.0,Diesel,Manual,635699.0
440,Hyundai Verna,2018,29318.0,Petrol,Automatic,1065499.0
441,Maruti S Cross,2017,104007.0,Diesel,Manual,620499.0
442,Honda City,2017,19404.0,Petrol,Automatic,913899.0
443,KIA SELTOS,2020,26655.0,Petrol,Automatic,1799799.0
444,Jeep Compass,2019,25869.0,Petrol,Automatic,1920099.0
445,Honda Civic,2020,47157.0,Petrol,Automatic,1966199.0
446,Hyundai Verna,2018,40438.0,Petrol,Automatic,1053099.0
447,KIA SELTOS,2020,6499.0,Petrol,Automatic,1911299.0
448,KIA SELTOS,2020,11214.0,Petrol,Automatic,1798199.0
449,Jeep Compass,2018,75430.0,Petrol,Automatic,1563099.0
450,Hyundai Verna,2018,47188.0,Petrol,Automatic,1072299.0
451,Toyota Glanza,2019,44506.0,Petrol,Automatic,696499.0
452,KIA SELTOS,2020,12353.0,Petrol,Automatic,1800499.0
453,Honda WR-V,2018,42507.0,Petrol,Manual,769099.0
454,Honda WR-V,2018,66931.0,Diesel,Manual,811799.0
455,Hyundai Tucson New,2018,11345.0,Diesel,Automatic,2103599.0
456,Toyota Corolla Altis,2011,62341.0,Petrol,Manual,342999.0
457,Honda Accord,2010,44842.0,Petrol,Manual,352899.0
458,Maruti Ertiga,2019,27888.0,Petrol,Automatic,1033399.0
459,Maruti Ertiga,2019,46059.0,Petrol,Automatic,1043599.0
460,BMW 3 Series,2012,77546.0,Diesel,Automatic,859499.0
461,Maruti Wagon R 1.0,2014,13900.0,Petrol,Manual,338799.0
462,Hyundai i20,2012,38917.0,Petrol,Manual,379199.0
463,Maruti Ritz,2015,51625.0,Petrol,Manual,313299.0
464,Honda Amaze,2014,33646.0,Petrol,Automatic,460199.0
465,Maruti Alto 800,2015,31059.0,Petrol,Manual,274199.0
466,Maruti Swift Dzire,2012,134252.0,Diesel,Manual,445299.0
467,Maruti Baleno,2016,83607.0,Petrol,Manual,492899.0
468,Volkswagen Jetta,2012,63833.0,Diesel,Manual,562399.0
469,Maruti Eeco,2021,12174.0,Petrol,Manual,551799.0
470,Maruti Ertiga,2015,83845.0,Diesel,Manual,681099.0
471,Maruti Swift,2018,29822.0,Petrol,Manual,558299.0
472,Maruti Celerio,2014,30891.0,Petrol,Automatic,396899.0
473,Renault TRIBER,2019,14251.0,Petrol,Manual,660199.0
474,Maruti Wagon R 1.0,2015,5785.0,Petrol,Manual,348899.0
475,Hyundai i20,2011,94406.0,Petrol,Manual,306499.0
476,Volkswagen Vento,2014,80774.0,Diesel,Manual,469099.0
477,Ford Ecosport,2016,141.0,Diesel,Manual,635199.0
478,Maruti Vitara Brezza,2016,53209.0,Diesel,Manual,668399.0
479,Volkswagen Ameo,2019,7287.0,Petrol,Manual,509799.0
480,Ford Ecosport,2018,20226.0,Diesel,Manual,688499.0
481,Mahindra TUV300,2018,57303.0,Diesel,Automatic,730399.0
482,Honda Jazz,2015,31011.0,Petrol,Manual,399899.0
483,Hyundai Elite i20,2017,47940.0,Diesel,Manual,662899.0
484,Maruti Wagon R 1.0,2017,68422.0,Petrol + CNG,Manual,454199.0
485,Nissan Micra Active,2016,22478.0,Petrol,Manual,338199.0
486,Honda WR-V,2018,26166.0,Petrol,Manual,767599.0
487,Maruti Wagon R 1.0,2018,22300.0,Petrol + CNG,Manual,483499.0
488,Maruti Wagon R 1.0,2018,63568.0,Petrol + CNG,Manual,479549.0
489,KIA SELTOS,2019,9918.0,Petrol,Manual,1125599.0
490,KIA SELTOS,2020,8241.0,Petrol,Automatic,1906399.0
491,Hyundai Grand i10,2013,10558.0,Petrol,Manual,400099.0
492,KIA SELTOS,2020,32799.0,Petrol,Manual,1375499.0
493,KIA SELTOS,2019,37357.0,Petrol,Automatic,1679499.0
494,Honda City,2014,61168.0,Petrol,Manual,659699.0
495,KIA SELTOS,2019,25067.0,Diesel,Manual,1307499.0
496,MG HECTOR PLUS,2021,3587.0,Petrol,Manual,1819949.0
497,Honda WR-V,2017,17511.0,Petrol,Manual,779899.0
498,Honda City,2014,20567.0,Petrol,Manual,607899.0
499,Maruti Dzire,2018,17051.0,Petrol,Manual,542299.0
500,KIA SELTOS,2020,32873.0,Petrol,Manual,1226699.0
501,Hyundai i10,2014,41439.0,Petrol,Manual,349399.0
502,Honda City,2011,80818.0,Petrol,Manual,375399.0
503,Hyundai Eon,2014,29651.0,Petrol,Manual,257999.0
504,Hyundai Grand i10,2016,19575.0,Petrol,Manual,501099.0
505,Jaguar XF,2013,28909.0,Diesel,Automatic,1549999.0
506,Jeep Compass,2019,42490.0,Petrol,Manual,1389799.0
507,Tata ALTROZ,2021,7472.0,Petrol,Manual,641999.0
508,Hyundai Grand i10,2020,6470.0,Petrol,Manual,608399.0
509,Nissan MAGNITE,2022,5306.0,Petrol,,854599.0
510,Jeep Compass,2019,46860.0,Diesel,Manual,1946899.0
511,Maruti Dzire,2018,28929.0,Petrol,Manual,542299.0
512,Nissan Micra,2014,63753.0,Diesel,Manual,275299.0
513,Jeep Compass,2019,23327.0,Petrol,Automatic,2012799.0
514,Hyundai NEW SANTRO,2020,3812.0,Petrol,Manual,480199.0
515,Renault Kwid,2018,29356.0,Petrol + CNG,Manual,321699.0
516,MG HECTOR PLUS,2020,3483.0,Petrol,,1944099.0
517,Maruti Ciaz,2021,18855.0,Petrol,Manual,885699.0
518,Hyundai Grand i10,2020,13265.0,Petrol,Manual,565199.0
519,Maruti Wagon R 1.0,2010,48998.0,Petrol,Manual,235399.0
520,Honda City,2020,4216.0,Petrol,Manual,1108699.0
521,Maruti Vitara Brezza,2017,28496.0,Diesel,Manual,657799.0
522,Maruti Celerio,2020,10515.0,Petrol,Automatic,599699.0
523,Maruti IGNIS,2020,15199.0,Petrol,Manual,506599.0
524,Audi A4,2013,30686.0,Diesel,Automatic,1176799.0
525,MG HECTOR,2019,9378.0,Petrol,Automatic,1794899.0
526,Maruti New Wagon-R,2021,2100.0,Petrol,Manual,577599.0
527,Renault Kwid,2021,2863.0,Petrol,Manual,473299.0
528,Maruti Alto 800,2016,51249.0,Petrol,Manual,291599.0
529,Honda City,2010,39565.0,Petrol,Manual,402699.0
530,Hyundai i20,2013,30354.0,Diesel,Manual,306299.0
531,Honda City,2020,7632.0,Petrol,Manual,1297699.0
532,Maruti New Wagon-R,2020,12418.0,Petrol,Manual,608599.0
533,Maruti Swift,2014,51321.0,Petrol,Manual,441899.0
534,MG HECTOR PLUS,2020,42696.0,Petrol,,1624999.0
535,KIA SONET,2020,19496.0,Petrol,,1372399.0
536,Hyundai VENUE,2021,15263.0,Petrol,Manual,834099.0
537,Datsun Redi Go,2019,27411.0,Petrol,Manual,328049.0
538,Maruti Swift Dzire,2013,38725.0,Petrol,Manual,385099.0
539,KIA SONET,2021,38187.0,Diesel,,1376199.0
540,Hyundai Eon,2014,47097.0,Petrol,Manual,255699.0
541,Jeep Compass,2018,72575.0,Diesel,Manual,1204299.0
542,Datsun Redi Go,2019,16229.0,Petrol,Manual,291699.0
543,Tata PUNCH,2022,8964.0,Petrol,,781399.0
544,Honda City,2020,6873.0,Petrol,Manual,1304899.0
545,Maruti Dzire,2017,18949.0,Petrol,Manual,631299.0
546,Honda City,2010,55387.0,Petrol,Manual,341899.0
547,MG HECTOR PLUS,2020,12185.0,Petrol,Manual,1837299.0
548,Honda City,2012,58143.0,Petrol,Manual,410099.0
549,Honda City,2011,52035.0,Petrol,Manual,372999.0
550,Hyundai Verna,2018,15411.0,Petrol,Automatic,1120599.0
551,Renault Kwid,2018,19927.0,Petrol,Manual,354799.0
552,Maruti Wagon R 1.0,2018,15854.0,Petrol,Automatic,510899.0
553,Hyundai i20,2009,43707.0,Petrol,Manual,231049.0
554,Renault Kwid,2019,31621.0,Petrol,Manual,422799.0
555,Tata Harrier,2021,16826.0,Diesel,Automatic,2111249.0
556,Honda Jazz,2021,7460.0,Petrol,Automatic,965599.0
557,KIA SONET,2020,19359.0,Petrol,,1314099.0
558,Tata Tiago,2021,6848.0,Petrol,Automatic,684599.0
559,Mahindra XUV 3OO,2019,23806.0,Diesel,Manual,917399.0
560,Maruti Ciaz,2021,4708.0,Petrol,Manual,1122449.0
561,Renault Kwid,2018,55187.0,Petrol,Manual,321799.0
562,MG HECTOR,2019,12283.0,Petrol,Automatic,1756699.0
563,Jeep Compass,2018,55714.0,Diesel,Manual,1252199.0
564,Toyota Etios Liva,2013,36330.0,Petrol,Manual,386099.0
565,Nissan MAGNITE,2021,13713.0,Petrol,,839099.0
566,Toyota URBAN CRUISER,2021,18042.0,Petrol,,1034599.0
567,Renault Kiger,2021,7733.0,Petrol,,906699.0
568,Renault Kwid,2019,35525.0,Petrol,Manual,353599.0
569,Hyundai VENUE,2019,57770.0,Petrol,Automatic,1052999.0
570,Honda Jazz,2018,50506.0,Petrol,Manual,556499.0
571,Nissan MAGNITE,2021,10835.0,Petrol,,961599.0
572,Hyundai Creta,2020,28883.0,Petrol,Automatic,1407599.0
573,Honda Amaze,2016,48381.0,Petrol,Automatic,546199.0
574,Hyundai Creta,2019,26097.0,Petrol,Automatic,1353699.0
575,Honda Amaze,2013,31353.0,Petrol,Manual,418899.0
576,BMW X3,2013,71180.0,Diesel,Automatic,1149099.0
577,Mahindra Thar,2021,3844.0,Petrol,Automatic,1696099.0
578,Toyota YARIS,2020,44823.0,Petrol,Automatic,979299.0
579,Honda Jazz,2020,9871.0,Petrol,Automatic,1011349.0
580,Renault Kwid,2017,25220.0,Petrol,Manual,366199.0
581,Honda Amaze,2022,3031.0,Petrol,Manual,945599.0
582,Honda Jazz,2019,13801.0,Petrol,Automatic,805999.0
583,Maruti Baleno,2020,19451.0,Petrol,Manual,603599.0
584,Renault Kwid,2019,5660.0,Petrol,Manual,404099.0
585,Datsun Redi Go,2021,7323.0,Petrol,Manual,463999.0
586,Hyundai Grand i10,2018,30741.0,Petrol,Manual,474799.0
587,Hyundai Elite i20,2015,60091.0,Petrol,Manual,565699.0
588,Maruti Baleno,2017,23514.0,Petrol,Manual,523999.0
589,Hyundai Creta,2020,15504.0,Diesel,Manual,1450499.0
590,Hyundai NEW SANTRO,2021,5675.0,Petrol,Manual,535199.0
591,Hyundai Creta,2020,31437.0,Petrol,Automatic,1770299.0
592,Skoda Rapid,2021,5528.0,Petrol,Automatic,1174399.0
593,Maruti Wagon R 1.0,2014,59087.0,Petrol,Manual,329099.0
594,Maruti Baleno,2017,28795.0,Petrol,Manual,560499.0
595,Honda Amaze,2018,55609.0,Petrol,Manual,528699.0
596,Hyundai Grand i10,2014,47090.0,Petrol,Manual,392099.0
597,Maruti Baleno,2019,26288.0,Petrol,Manual,657099.0
598,Maruti Swift,2018,30731.0,Petrol,Automatic,637499.0
599,Hyundai Creta,2019,71968.0,Diesel,Manual,957899.0
600,Tata TIGOR,2021,7089.0,Petrol,Manual,814799.0
601,Hyundai Grand i10,2016,46106.0,Petrol,Manual,485399.0
602,Ford Figo Aspire,2018,33815.0,Petrol,Manual,576999.0
603,MG HECTOR,2019,50353.0,Diesel,Manual,1557099.0
604,Maruti S PRESSO,2020,15693.0,Petrol,Manual,401499.0
605,Maruti Vitara Brezza,2017,38072.0,Diesel,Manual,797999.0
606,Datsun Redi Go,2018,71864.0,Petrol,Automatic,370999.0
607,Maruti New Wagon-R,2020,23797.0,Petrol,Manual,608599.0
608,Hyundai Grand i10,2016,62740.0,Petrol,Manual,430599.0
609,Maruti Baleno,2019,24767.0,Petrol,Manual,655799.0
610,Maruti Ciaz,2018,33023.0,Petrol,Automatic,893099.0
611,Hyundai Grand i10,2019,37953.0,Petrol,Manual,521999.0
612,Maruti Baleno,2019,26738.0,Petrol,Manual,648799.0
613,Maruti Baleno,2019,25647.0,Petrol,Manual,680999.0
614,MG HECTOR,2019,52465.0,Diesel,Manual,1522149.0
615,Skoda Rapid,2020,16292.0,Petrol,Automatic,1173199.0
616,Hyundai Elite i20,2016,45831.0,Petrol,Manual,588399.0
617,Maruti Baleno,2020,9899.0,Petrol,Manual,725599.0
618,Maruti Celerio,2018,12407.0,Petrol,Manual,466049.0
619,Hyundai NEW I20,2021,27082.0,Diesel,,1153099.0
620,Maruti Baleno,2016,22535.0,Petrol,Manual,578099.0
621,Maruti Alto,2021,4889.0,Petrol,Manual,438199.0
622,Maruti Swift,2014,31335.0,Petrol,Manual,403199.0
623,Maruti Ciaz,2018,50739.0,Petrol,Manual,625099.0
624,Honda WR-V,2019,43575.0,Petrol,Manual,817699.0
625,Mahindra Thar,2021,6962.0,Diesel,Manual,1702699.0
626,Hyundai Grand i10,2014,65656.0,Petrol,Manual,417099.0
627,Renault Kwid,2017,31486.0,Petrol,Manual,350699.0
628,Maruti Baleno,2019,29383.0,Petrol,Manual,660999.0
629,Hyundai Grand i10,2016,19577.0,Petrol,Manual,472399.0
630,Honda Jazz,2020,10535.0,Petrol,Manual,897849.0
631,Honda Amaze,2019,29577.0,Petrol,Automatic,805699.0
632,Honda WR-V,2018,18136.0,Petrol,Manual,665799.0
633,Maruti Alto,2021,23812.0,Petrol + CNG,Manual,512849.0
634,Hyundai Creta,2019,31594.0,Petrol,Automatic,1353699.0
635,Tata ALTROZ,2021,10610.0,Petrol,Manual,822499.0
636,Maruti Swift Dzire,2013,49879.0,Petrol,Manual,404799.0
637,Maruti Ciaz,2019,35969.0,Diesel,Manual,903299.0
638,Honda Jazz,2017,86147.0,Petrol,Manual,508899.0
639,Maruti Dzire,2017,32862.0,Petrol,Manual,646099.0
640,Hyundai Creta,2021,34068.0,Diesel,Manual,1450499.0
641,Hyundai Grand i10,2017,24778.0,Petrol,Manual,499699.0
642,Maruti S Cross,2022,986.0,Petrol,Manual,941199.0
643,Maruti Swift,2014,63278.0,Petrol,Manual,446999.0
644,Maruti Alto K10,2017,95218.0,Petrol,Manual,331199.0
645,Maruti Baleno,2018,30672.0,Petrol,Manual,658799.0
646,Renault Kwid,2018,75123.0,Petrol,Manual,342999.0
647,Hyundai i20,2013,121564.0,Diesel,Manual,348599.0
648,Honda WR-V,2017,18472.0,Petrol,Manual,731499.0
649,Maruti S Cross,2021,15291.0,Petrol,,1032099.0
650,Honda WR-V,2017,34078.0,Petrol,Manual,742799.0
651,Tata TIGOR,2021,9553.0,Petrol,Manual,814799.0
652,Hyundai GRAND I10 NIOS,2020,6122.0,Petrol,Automatic,753399.0
653,Toyota Corolla Altis,2017,58885.0,Petrol,Manual,1136899.0
654,Maruti Alto K10,2019,5821.0,Petrol,Manual,428299.0
655,Honda City,2018,23860.0,Petrol,Manual,880599.0
656,Maruti Dzire,2017,37336.0,Petrol,Manual,571099.0
657,Mahindra Thar,2018,19767.0,Diesel,Manual,892199.0
658,Hyundai Elite i20,2017,25577.0,Petrol,Manual,602099.0
659,MG HECTOR,2019,36621.0,Petrol,Automatic,1778399.0
660,Honda WR-V,2017,39333.0,Petrol,Manual,655299.0
661,MG HECTOR,2019,38903.0,Petrol,Automatic,1634199.0
662,Maruti IGNIS,2021,12799.0,Petrol,Manual,642999.0
663,Maruti IGNIS,2018,18645.0,Petrol,Manual,466099.0
664,Honda Jazz,2015,72910.0,Petrol,Automatic,584399.0
665,Hyundai GRAND I10 NIOS,2020,16489.0,Petrol,Manual,676399.0
666,Honda City,2020,24280.0,Petrol,Manual,1096099.0
667,Maruti Baleno,2019,38641.0,Petrol,Manual,613499.0
668,Hyundai Creta,2020,42396.0,Diesel,Automatic,1633249.0
669,Hyundai i20,2013,65005.0,Diesel,Manual,336499.0
670,Maruti Ciaz,2016,14253.0,Petrol,Manual,692799.0
671,Hyundai Tucson New,2019,38848.0,Petrol,Automatic,2135199.0
672,Toyota Glanza,2021,8225.0,Petrol,Automatic,927399.0
673,Tata NEXON,2020,9096.0,Petrol,Automatic,914199.0
674,Maruti Baleno,2017,19571.0,Petrol,Manual,571799.0
675,Maruti Baleno,2016,26114.0,Petrol,Manual,525199.0
676,Ford Ecosport,2016,35291.0,Petrol,Manual,671999.0
677,Tata ALTROZ,2020,26584.0,Petrol,,571699.0
678,Maruti Celerio,2017,25646.0,Petrol,Manual,432099.0
679,Honda Civic,2019,45604.0,Petrol,Automatic,1712999.0
680,Maruti Celerio,2019,33888.0,Petrol,Manual,450599.0
681,MG HECTOR,2020,33016.0,Petrol,Automatic,1794199.0
682,Tata Hexa,2019,43696.0,Diesel,Manual,1505499.0
683,Mahindra XUV 3OO,2021,7334.0,Petrol,,998999.0
684,Honda City,2020,10277.0,Petrol,Automatic,1304899.0
685,Hyundai Grand i10,2018,39304.0,Petrol,Manual,474799.0
686,Honda Amaze,2014,85454.0,Petrol,Manual,414999.0
687,Maruti Baleno,2016,40459.0,Petrol,Manual,525199.0
688,Mahindra Thar,2021,10292.0,Diesel,Manual,1673799.0
689,Honda WR-V,2017,18954.0,Petrol,Manual,765699.0
690,Mahindra XUV 3OO,2021,5184.0,Petrol,,1092499.0
691,Tata ALTROZ,2020,32106.0,Petrol,Manual,822499.0
692,Maruti Alto,2021,10177.0,Petrol,Manual,356699.0
693,Hyundai Grand i10,2016,41119.0,Petrol,Manual,458599.0
694,Ford Ecosport,2019,28560.0,Petrol,Manual,784799.0
695,Maruti Vitara Brezza,2019,23602.0,Diesel,Manual,898599.0
696,Hyundai Grand i10,2019,39642.0,Petrol,Manual,531899.0
697,Maruti Baleno,2016,40552.0,Petrol,Manual,525199.0
698,Maruti Alto,2019,71314.0,Petrol,Manual,323799.0
699,Honda Amaze,2015,85678.0,Petrol,Manual,427099.0
700,Maruti Alto 800,2016,58416.0,Petrol,Manual,288999.0
701,Maruti IGNIS,2017,20736.0,Petrol,Manual,519499.0
702,Maruti Alto 800,2019,8474.0,Petrol,Manual,340599.0
703,Honda Civic,2019,19930.0,Petrol,Automatic,1938399.0
704,Maruti Ciaz,2021,9758.0,Petrol,Manual,1140399.0
705,Maruti Alto 800,2018,29741.0,Petrol,Manual,326899.0
706,Maruti Ritz,2015,77251.0,Diesel,Manual,298499.0
707,Audi Q3,2014,93844.0,Diesel,Manual,1037699.0
708,Maruti Swift,2018,40177.0,Petrol,Automatic,621099.0
709,Honda WR-V,2017,68354.0,Petrol,Manual,709899.0
710,MG HECTOR,2020,34236.0,Petrol,Automatic,1743399.0
711,Hyundai Creta,2015,71587.0,Petrol,Manual,811899.0
712,Maruti S PRESSO,2021,14050.0,Petrol,Manual,492199.0
713,Maruti Baleno,2018,79821.0,Petrol,Manual,516199.0
714,Maruti Vitara Brezza,2019,41437.0,Diesel,Manual,803199.0
715,Hyundai Grand i10,2017,63766.0,Petrol,Manual,521399.0
716,Maruti XL6,2019,17952.0,Petrol,Manual,1082499.0
717,Maruti Alto,2019,37786.0,Petrol,Manual,354199.0
718,Maruti Alto,2021,15460.0,Petrol,Manual,424399.0
719,Ford Ecosport,2019,43785.0,Petrol,Manual,739399.0
720,Maruti Alto,2020,14443.0,Petrol,Manual,390199.0
721,Hyundai Elite i20,2016,46473.0,Petrol,Manual,547799.0
722,Maruti Baleno,2021,14407.0,Petrol,Automatic,942499.0
723,Maruti Baleno,2016,52677.0,Petrol,Manual,570299.0
724,Maruti Baleno,2019,31923.0,Petrol,Manual,622199.0
725,Maruti Alto K10,2018,23281.0,Petrol,Manual,358599.0
726,Toyota YARIS,2019,13618.0,Petrol,Automatic,905999.0
727,Maruti S PRESSO,2021,4409.0,Petrol,Manual,503299.0
728,Maruti New Wagon-R,2019,38889.0,Petrol,Manual,516299.0
729,Ford Ecosport,2020,12333.0,Petrol,Automatic,1062399.0
730,Honda City,2016,49653.0,Diesel,Manual,656099.0
731,Hyundai i20 Active,2015,70259.0,Petrol,Manual,541299.0
732,Hyundai Grand i10,2017,42016.0,Petrol,Manual,471299.0
733,Honda City,2020,31865.0,Petrol,Automatic,1269199.0
734,Audi A3,2014,91772.0,Diesel,Automatic,1346499.0
735,Honda Brio,2017,30553.0,Petrol,Manual,475999.0
736,Tata Safari,2021,17534.0,Diesel,Manual,1536799.0
737,Maruti Ciaz,2017,68471.0,Diesel,Manual,623799.0
738,Toyota YARIS,2021,27388.0,Petrol,Manual,984099.0
739,Ford Ecosport,2017,38811.0,Petrol,Automatic,717099.0
740,Maruti Alto K10,2019,6054.0,Petrol,Manual,386899.0
741,Maruti Baleno,2019,28920.0,Petrol,Manual,639799.0
742,Maruti Alto K10,2019,11145.0,Petrol,Manual,416599.0
743,Maruti Vitara Brezza,2019,41077.0,Diesel,Manual,876199.0
744,Toyota YARIS,2021,8461.0,Petrol,Manual,1175699.0
745,Maruti Baleno,2017,23204.0,Petrol,Manual,663499.0
746,Maruti Vitara Brezza,2016,31298.0,Diesel,Manual,634999.0
747,Maruti Vitara Brezza,2016,26786.0,Diesel,Manual,655399.0
748,Maruti Vitara Brezza,2018,49770.0,Diesel,Manual,725399.0
749,Ford Ecosport,2018,32475.0,Diesel,Manual,827399.0
750,Maruti Alto 800,2018,62227.0,Petrol + CNG,Manual,338999.0
751,Hyundai Grand i10,2017,37296.0,Petrol,Automatic,521299.0
752,Maruti Alto K10,2018,42317.0,Petrol,Manual,388599.0
753,Maruti Ciaz,2016,99521.0,Petrol,Manual,569299.0
754,Mahindra Scorpio,2016,43901.0,Diesel,Manual,1156649.0
755,Maruti Ritz,2015,60623.0,Diesel,Manual,366399.0
756,Hyundai Creta,2015,85073.0,Petrol,Manual,736499.0
757,Ford Ecosport,2016,53040.0,Petrol,Manual,686899.0
758,Toyota Etios Liva,2013,119092.0,Diesel,Manual,297199.0
759,Ford Ecosport,2013,33832.0,Diesel,Manual,428899.0
760,Maruti Baleno,2017,64181.0,Petrol,Manual,509599.0
761,Maruti S PRESSO,2020,14860.0,Petrol,Manual,462499.0
762,Maruti IGNIS,2019,39509.0,Petrol,Manual,480729.0
763,Maruti Alto K10,2017,47973.0,Petrol,Manual,339499.0
764,Maruti Alto,2021,5145.0,Petrol,Manual,423499.0
765,Mahindra Scorpio,2015,43954.0,Diesel,Manual,1022599.0
766,Hyundai Creta,2018,40640.0,Diesel,Manual,1038799.0
767,Hyundai Elite i20,2015,94365.0,Diesel,Manual,396799.0
768,Maruti Vitara Brezza,2016,37067.0,Diesel,Manual,637599.0
769,Audi A3,2014,52439.0,Diesel,Automatic,1286299.0
770,Hyundai GRAND I10 NIOS,2019,32873.0,Petrol,Automatic,729599.0
771,Audi A3,2014,34148.0,Diesel,Automatic,1314599.0
772,Audi Q3,2016,87052.0,Diesel,Automatic,1838199.0
773,Maruti Baleno,2017,45448.0,Petrol,Manual,529399.0
774,Maruti Baleno,2018,37949.0,Petrol,Manual,684199.0
775,Audi Q3,2015,52533.0,Diesel,Automatic,1521199.0
776,Maruti Vitara Brezza,2018,44339.0,Diesel,Manual,731899.0
777,Maruti Baleno,2020,33503.0,Petrol,Automatic,773949.0
778,Maruti Ritz,2011,78068.0,Petrol,Manual,233899.0
779,Maruti Ciaz,2017,17761.0,Petrol,Manual,708899.0
780,Maruti Baleno,2018,42618.0,Petrol,Manual,540899.0
781,Mahindra XUV 3OO,2021,8928.0,Petrol,,969399.0
782,Maruti Alto,2020,37480.0,Petrol,Manual,378699.0
783,Ford Ecosport,2018,33438.0,Diesel,Manual,827499.0
784,Maruti Vitara Brezza,2018,28057.0,Diesel,Manual,720899.0
785,Hyundai Creta,2018,79950.0,Diesel,Automatic,1000999.0
786,Maruti Alto K10,2019,38225.0,Petrol,Manual,372599.0
787,Maruti IGNIS,2017,36130.0,Petrol,Manual,493749.0
788,Maruti Ciaz,2017,57281.0,Diesel,Manual,643799.0
789,Hyundai Elite i20,2017,15902.0,Petrol,Manual,698999.0
790,Hyundai Verna,2013,33450.0,Diesel,Manual,450499.0
791,Maruti Alto,2021,21829.0,Petrol + CNG,Manual,520399.0
792,Renault Duster,2018,90520.0,Diesel,Manual,652399.0
793,Maruti Baleno,2017,64855.0,Petrol,Manual,560499.0
794,Maruti Baleno,2018,44698.0,Petrol,Manual,585599.0
795,Maruti Alto K10,2018,26096.0,Petrol,Manual,364199.0
796,Maruti Vitara Brezza,2018,55538.0,Diesel,Automatic,868899.0
797,Maruti Ciaz,2015,62232.0,Diesel,Manual,534699.0
798,Maruti Baleno,2017,42903.0,Petrol,Manual,538399.0
799,Maruti Vitara Brezza,2016,38247.0,Diesel,Manual,649999.0
800,Hyundai Creta,2017,68765.0,Diesel,Manual,808199.0
